import time: self [us] | cumulative | imported package
import time:       259 |        641 |                                   sympy.tensor.array.dense_ndim_array
import time:       269 |        269 |                                   sympy.tensor.array.sparse_ndim_array
import time:       194 |        194 |                                   sympy.tensor.array.arrayop
import time:       249 |        249 |                                   sympy.tensor.array.array_comprehension
import time:       153 |       1503 |                                 sympy.tensor.array
import time:       162 |       2602 |                               sympy.tensor
import time:        12 |       2613 |                             sympy.tensor.array
import time:       152 |        152 |                             sympy.matrices.reductions
import time:       201 |        201 |                                           sympy.polys.agca.ideals
import time:       390 |        590 |                                         sympy.polys.agca.modules
import time:       227 |        817 |                                       sympy.polys.agca.homomorphisms
import time:       113 |        929 |                                     sympy.polys.agca
import time:       225 |       1154 |                                   sympy.polys.agca.extensions
import time:       153 |       1307 |                                 sympy.polys.matrices.eigen
import time:       247 |       1554 |                               sympy.matrices.eigen
import time:       175 |       1728 |                             sympy.matrices.solvers
import time:       161 |        161 |                             sympy.matrices.inverse
import time:       122 |        122 |                             sympy.matrices.subspaces
import time:       118 |        118 |                             sympy.matrices.graph
import time:      1106 |       5998 |                           sympy.matrices.matrixbase
import time:       294 |        294 |                           sympy.matrices.repmatrix
import time:       249 |       7130 |                         sympy.matrices.dense
import time:       192 |        192 |                         sympy.matrices.sparse
import time:       130 |        130 |                         sympy.matrices.sparsetools
import time:       107 |        107 |                                       sympy.strategies.util
import time:       157 |        263 |                                     sympy.strategies.rl
import time:       136 |        136 |                                       sympy.strategies.core
import time:       113 |        248 |                                     sympy.strategies.traverse
import time:       112 |        112 |                                     sympy.strategies.tools
import time:       115 |        115 |                                         sympy.strategies.branch.core
import time:       126 |        240 |                                       sympy.strategies.branch.traverse
import time:       100 |        100 |                                       sympy.strategies.branch.tools
import time:       126 |        465 |                                     sympy.strategies.branch
import time:       156 |       1242 |                                   sympy.strategies
import time:       136 |        136 |                                   sympy.matrices.expressions._shape
import time:       460 |        460 |                                       sympy.matrices.expressions.special
import time:       194 |        654 |                                     sympy.matrices.expressions.matpow
import time:       168 |        821 |                                   sympy.matrices.expressions.inverse
import time:       187 |        187 |                                   sympy.matrices.expressions.transpose
import time:       243 |        243 |                                   sympy.matrices.expressions.permutation
import time:       349 |       2975 |                                 sympy.matrices.expressions.matmul
import time:       263 |        263 |                                 sympy.matrices.expressions.matadd
import time:       225 |        225 |                                 sympy.matrices.expressions.determinant
import time:      1021 |       4483 |                               sympy.matrices.expressions.matexpr
import time:       195 |       4677 |                             sympy.matrices.expressions.slice
import time:       195 |        195 |                               sympy.matrices.expressions.trace
import time:       423 |        617 |                             sympy.matrices.expressions.blockmatrix
import time:       176 |        176 |                             sympy.matrices.expressions.companion
import time:       181 |        181 |                             sympy.matrices.expressions.funcmatrix
import time:       160 |        160 |                             sympy.matrices.expressions.adjoint
import time:       260 |        260 |                             sympy.matrices.expressions.hadamard
import time:       282 |        282 |                             sympy.matrices.expressions.diagonal
import time:       151 |        151 |                             sympy.matrices.expressions.dotproduct
import time:       284 |        284 |                             sympy.matrices.expressions.kronecker
import time:       165 |        165 |                             sympy.matrices.expressions.sets
import time:       161 |       7109 |                           sympy.matrices.expressions
import time:       624 |       7733 |                         sympy.matrices.immutable
import time:       164 |      15699 |                       sympy.matrices
import time:       166 |      15865 |                     sympy.polys.partfrac
import time:       255 |        255 |                     sympy.polys.fields
import time:       200 |      84106 |                   sympy.polys
import time:       259 |        259 |                     sympy.series.order
import time:       133 |        133 |                           sympy.calculus.euler
import time:       133 |        133 |                           sympy.calculus.singularities
import time:       201 |        201 |                           sympy.calculus.finite_diff
import time:       480 |        480 |                             sympy.calculus.accumulationbounds
import time:       218 |        698 |                           sympy.calculus.util
import time:       128 |       1291 |                         sympy.calculus
import time:        10 |       1301 |                       sympy.calculus.accumulationbounds
import time:       230 |        230 |                       sympy.series.gruntz
import time:       204 |       1734 |                     sympy.series.limits
import time:       113 |        113 |                     sympy.series.series
import time:       115 |        115 |                     sympy.series.approximants
import time:       107 |        107 |                     sympy.series.residues
import time:       897 |        897 |                     sympy.series.sequences
import time:       183 |        183 |                       sympy.series.series_class
import time:       301 |        483 |                     sympy.series.fourier
import time:       185 |        185 |                           sympy.discrete.transforms
import time:       165 |        165 |                           sympy.discrete.convolutions
import time:       146 |        495 |                         sympy.discrete
import time:        11 |        506 |                       sympy.discrete.convolutions
import time:       637 |       1142 |                     sympy.series.formal
import time:       163 |        163 |                     sympy.series.limitseq
import time:       164 |       5174 |                   sympy.series
import time:       270 |        270 |                         sympy.concrete.expr_with_limits
import time:       189 |        458 |                       sympy.concrete.expr_with_intlimits
import time:       134 |        134 |                         sympy.concrete.gosper
import time:       160 |        160 |                               sympy.integrals.rationaltools
import time:       123 |        123 |                               sympy.integrals.deltafunctions
import time:       409 |        409 |                               sympy.integrals.meijerint
import time:       155 |        155 |                               sympy.integrals.trigonometry
import time:       440 |       1286 |                             sympy.integrals.integrals
import time:       104 |        104 |                                     sympy.polys.domainmatrix
import time:       190 |        294 |                                   sympy.polys.solvers
import time:       163 |        457 |                                 sympy.polys.matrices.linsolve
import time:       633 |       1090 |                               sympy.integrals.laplace
import time:      1134 |       2223 |                             sympy.integrals.transforms
import time:       137 |        137 |                             sympy.integrals.singularityfunctions
import time:       134 |       3778 |                           sympy.integrals
import time:         9 |       3787 |                         sympy.integrals.integrals
import time:       381 |       4301 |                       sympy.concrete.summations
import time:       238 |       4996 |                     sympy.concrete.products
import time:       119 |       5115 |                   sympy.concrete
import time:       242 |        242 |                         sympy.simplify.gammasimp
import time:       127 |        368 |                       sympy.simplify.combsimp
import time:       115 |        115 |                       sympy.simplify.cse_opts
import time:       191 |        191 |                         sympy.simplify.powsimp
import time:       614 |        804 |                       sympy.simplify.hyperexpand
import time:       236 |        236 |                         sympy.simplify.sqrtdenest
import time:       236 |        472 |                       sympy.simplify.radsimp
import time:       224 |        224 |                         sympy.simplify.cse_main
import time:       130 |        130 |                         sympy.strategies.tree
import time:       273 |        626 |                       sympy.simplify.trigsimp
import time:       355 |       2737 |                     sympy.simplify.simplify
import time:       343 |        343 |                     sympy.simplify.fu
import time:       149 |        149 |                     sympy.simplify.epathtools
import time:       136 |        136 |                     sympy.simplify.ratsimp
import time:       157 |       3520 |                   sympy.simplify
import time:       268 |        268 |                       sympy.solvers.polysys
import time:       174 |        174 |                       sympy.solvers.bivariate
import time:       437 |        879 |                     sympy.solvers.solvers
import time:       478 |        478 |                           sympy.solvers.solveset
import time:       552 |       1029 |                         sympy.solvers.diophantine.diophantine
import time:       132 |       1161 |                       sympy.solvers.diophantine
import time:        10 |       1170 |                     sympy.solvers.diophantine.diophantine
import time:       192 |        192 |                     sympy.solvers.recurr
import time:       149 |        149 |                         sympy.solvers.deutils
import time:       225 |        225 |                           sympy.solvers.ode.riccati
import time:       164 |        164 |                           sympy.solvers.ode.hypergeometric
import time:       167 |        167 |                             sympy.solvers.ode.subscheck
import time:       179 |        345 |                           sympy.solvers.ode.nonhomogeneous
import time:       185 |        185 |                             sympy.solvers.pde
import time:       210 |        395 |                           sympy.solvers.ode.lie_group
import time:       891 |       2017 |                         sympy.solvers.ode.single
import time:       493 |       2659 |                       sympy.solvers.ode.ode
import time:       362 |        362 |                       sympy.solvers.ode.systems
import time:       146 |       3166 |                     sympy.solvers.ode
import time:       226 |        226 |                     sympy.solvers.inequalities
import time:       135 |        135 |                     sympy.solvers.decompogen
import time:       263 |        263 |                     sympy.solvers.simplex
import time:       168 |       6195 |                   sympy.solvers
import time:       116 |        116 |                       sympy.geometry.exceptions
import time:      2899 |       2899 |                         sympy.sets.handlers.intersection
import time:      1316 |       1316 |                         sympy.sets.handlers.union
import time:       875 |       5089 |                       sympy.geometry.entity
import time:       399 |       5602 |                     sympy.geometry.point
import time:       192 |        192 |                       sympy.geometry.util
import time:       920 |       1111 |                     sympy.geometry.line
import time:       271 |        271 |                     sympy.geometry.plane
import time:       554 |        554 |                       sympy.geometry.polygon
import time:       386 |        939 |                     sympy.geometry.ellipse
import time:       215 |        215 |                     sympy.geometry.curve
import time:       189 |        189 |                     sympy.geometry.parabola
import time:       153 |       8477 |                   sympy.geometry
import time:       397 |        397 |                     sympy.parsing.sympy_parser
import time:       144 |        541 |                   sympy.parsing
import time:       324 |        324 |                     sympy.algebras.quaternion
import time:       128 |        452 |                   sympy.algebras
import time:       108 |        108 |                         sympy.plotting.backends
import time:       152 |        152 |                           sympy.plotting.utils
import time:       116 |        116 |                               sympy.plotting.intervalmath.interval_membership
import time:       159 |        275 |                             sympy.plotting.intervalmath.interval_arithmetic
import time:       177 |        177 |                             sympy.plotting.intervalmath.lib_interval
import time:       117 |        567 |                           sympy.plotting.intervalmath
import time:       572 |       1291 |                         sympy.plotting.series
import time:       190 |       1587 |                       sympy.plotting.backends.base_backend
import time:       189 |        189 |                         sympy.plotting.backends.matplotlibbackend.matplotlib
import time:       126 |        314 |                       sympy.plotting.backends.matplotlibbackend
import time:       118 |        118 |                           sympy.plotting.textplot
import time:       134 |        252 |                         sympy.plotting.backends.textbackend.text
import time:       112 |        363 |                       sympy.plotting.backends.textbackend
import time:       128 |        128 |                       sympy.plotting.plotgrid
import time:       225 |       2616 |                     sympy.plotting.plot
import time:       124 |        124 |                     sympy.plotting.plot_implicit
import time:       108 |        108 |                     sympy.plotting.pygletplot
import time:       130 |       2977 |                   sympy.plotting
import time:       198 |        198 |                     sympy.interactive.printing
import time:       163 |        163 |                     sympy.interactive.session
import time:       128 |        128 |                     sympy.interactive.traversal
import time:       128 |        615 |                   sympy.interactive
import time:       559 |     152986 |                 sympy
import time:       778 |     153763 |               torch._prims_common
import time:       395 |     154330 |             torch.masked._ops
import time:       148 |     157081 |           torch.masked
import time:       123 |        123 |               torch.fx.experimental
import time:       186 |        186 |                       unittest.util
import time:       232 |        417 |                     unittest.result
import time:       501 |        501 |                       pprint
import time:       417 |        918 |                     unittest.case
import time:       207 |        207 |                     unittest.suite
import time:       469 |        469 |                     unittest.loader
import time:       457 |        457 |                         gettext
import time:       531 |        987 |                       argparse
import time:       126 |        126 |                         unittest.signals
import time:       185 |        311 |                       unittest.runner
import time:       176 |       1473 |                     unittest.main
import time:       343 |       3824 |                   unittest
import time:       274 |        274 |                         concurrent
import time:       387 |        387 |                         concurrent.futures._base
import time:       282 |        942 |                       concurrent.futures
import time:       198 |        198 |                       asyncio.constants
import time:       126 |        126 |                           asyncio.format_helpers
import time:       142 |        268 |                         asyncio.base_futures
import time:       119 |        119 |                         asyncio.log
import time:       187 |        574 |                       asyncio.coroutines
import time:       215 |        215 |                           asyncio.exceptions
import time:       145 |        145 |                           asyncio.base_tasks
import time:       355 |        714 |                         _asyncio
import time:       302 |       1015 |                       asyncio.events
import time:       188 |        188 |                       asyncio.futures
import time:       180 |        180 |                       asyncio.protocols
import time:       218 |        218 |                         asyncio.transports
import time:       283 |        500 |                       asyncio.sslproto
import time:       210 |        210 |                         asyncio.locks
import time:       254 |        254 |                         asyncio.tasks
import time:       235 |        698 |                       asyncio.staggered
import time:       176 |        176 |                       asyncio.trsock
import time:       466 |       4933 |                     asyncio.base_events
import time:       135 |        135 |                     asyncio.runners
import time:       249 |        249 |                     asyncio.queues
import time:       255 |        255 |                     asyncio.streams
import time:       179 |        179 |                     asyncio.subprocess
import time:       127 |        127 |                     asyncio.threads
import time:       234 |        234 |                       asyncio.base_subprocess
import time:       307 |        307 |                       asyncio.selector_events
import time:       419 |        959 |                     asyncio.unix_events
import time:       359 |       7193 |                   asyncio
import time:       757 |      11773 |                 unittest.mock
import time:       165 |        165 |                 torch.utils._traceback
import time:      1791 |      13727 |               torch._guards
import time:       139 |        139 |                 torch.utils._sympy
import time:       739 |        877 |               torch.utils._sympy.functions
import time:       212 |        212 |               torch.utils._sympy.solve
import time:       155 |        155 |                 torch.utils._sympy.interp
import time:       665 |        820 |               torch.utils._sympy.value_ranges
import time:      2963 |      18718 |             torch.fx.experimental.symbolic_shapes
import time:       106 |        106 |                         torch._dispatch
import time:       191 |        296 |                       torch._dispatch.python
import time:       302 |        598 |                     torch.fx.passes.shape_prop
import time:        53 |         53 |                     pydot
import time:       242 |        891 |                   torch.fx.passes.graph_drawer
import time:       230 |        230 |                   torch.fx.passes.graph_manipulation
import time:       585 |        585 |                           torch.fx.passes.utils.matcher_utils
import time:       188 |        772 |                         torch.fx.passes.utils.common
import time:       126 |        897 |                       torch.fx.passes.utils
import time:       526 |        526 |                       torch.fx.passes.tools_common
import time:       500 |       1922 |                     torch.fx.passes.split_utils
import time:       464 |       2385 |                   torch.fx.passes.net_min_base
import time:       355 |        355 |                   torch.fx.passes.operator_support
import time:       199 |        199 |                   torch.fx.passes.param_fetch
import time:       124 |        124 |                           torch._custom_op
import time:       874 |        874 |                               torch._logging._internal
import time:       139 |       1013 |                             torch._logging._registrations
import time:       113 |       1126 |                           torch._logging
import time:       256 |        256 |                             torch.utils.weak
import time:       215 |        471 |                           torch._subclasses.meta_utils
import time:       120 |        120 |                           torch.utils._mode_utils
import time:       125 |        125 |                           torch.utils._stats
import time:      2022 |       3985 |                         torch._subclasses.fake_tensor
import time:       211 |        211 |                         torch._subclasses.fake_utils
import time:       135 |       4331 |                       torch._subclasses
import time:        10 |       4340 |                     torch._subclasses.fake_tensor
import time:       568 |       4907 |                   torch.fx.passes.reinplace
import time:       298 |        298 |                   torch.fx.passes.split_module
import time:       688 |        688 |                   torch.fx.passes.splitter_base
import time:       245 |      10195 |                 torch.fx.passes
import time:       248 |        248 |                   torch.fx.passes.infra.pass_base
import time:       333 |        580 |                 torch.fx.passes.infra.pass_manager
import time:       182 |      10956 |               torch.fx.passes.infra
import time:        11 |      10967 |             torch.fx.passes.infra.pass_base
import time:      1991 |      31674 |           torch.export
import time:       285 |        285 |           torch.return_types
import time:       149 |        149 |                         torchgen
import time:       326 |        326 |                           torchgen.code_template
import time:       607 |        933 |                         torchgen.utils
import time:      9560 |      10641 |                       torchgen.model
import time:       200 |        200 |                       torch._custom_op.autograd
import time:       668 |      11508 |                     torch._custom_op.impl
import time:       203 |        203 |                     torch.utils._content_store
import time:       159 |      11869 |                   torch._prims.debug_prims
import time:       132 |        132 |                       torch._higher_order_ops
import time:       154 |        285 |                     torch._higher_order_ops.utils
import time:       239 |        239 |                     torch._prims_common.wrappers
import time:       686 |        686 |                     torch.fx.experimental.proxy_tensor
import time:       606 |       1814 |                   torch._prims.rng_prims
import time:     43663 |      57344 |                 torch._prims
import time:      8247 |      65591 |               torch._decomp.decompositions
import time:       407 |        407 |                 torch._refs._conversions
import time:      1654 |       1654 |                 torch._refs.fft
import time:       459 |        459 |                 torch._refs.linalg
import time:       137 |        137 |                   torch._refs.nn
import time:      1972 |       2108 |                 torch._refs.nn.functional
import time:      1179 |       1179 |                 torch._refs.special
import time:     17722 |      23528 |               torch._refs
import time:       278 |      89396 |             torch._decomp
import time:     39172 |     128567 |           torch._meta_registrations
import time:       232 |        232 |               torch.fx.experimental.const_fold
import time:       457 |        688 |             torch._functorch.eager_transforms
import time:       225 |        225 |             torch._functorch.functional_call
import time:       123 |        123 |             torch._functorch.batch_norm_replacement
import time:       234 |       1268 |           torch.func
import time:       115 |        115 |           torch.compiler
import time:     50538 |     971041 |         torch
import time:       302 |        302 |         huggingface_hub
import time:       106 |        106 |                         urllib3.packages
import time:       481 |        586 |                       urllib3.packages.six
import time:        25 |        611 |                     urllib3.packages.six.moves
import time:        23 |        634 |                   urllib3.packages.six.moves.http_client
import time:       411 |       1044 |                 urllib3.exceptions
import time:       114 |        114 |                 urllib3._version
import time:       175 |        175 |                   urllib3._collections
import time:        94 |         94 |                           urllib3.contrib
import time:       106 |        106 |                           urllib3.contrib._appengine_environ
import time:       155 |        155 |                           urllib3.util.wait
import time:       173 |        527 |                         urllib3.util.connection
import time:        42 |         42 |                           brotlicffi
import time:        31 |         31 |                           brotli
import time:       113 |        185 |                         urllib3.util.request
import time:        98 |         98 |                         urllib3.util.response
import time:       239 |        239 |                         urllib3.util.retry
import time:      3431 |       3431 |                           urllib3.util.url
import time:       158 |        158 |                           urllib3.util.ssltransport
import time:       169 |       3757 |                         urllib3.util.ssl_
import time:       139 |        139 |                         urllib3.util.timeout
import time:       129 |       5071 |                       urllib3.util
import time:       101 |       5172 |                     urllib3.util.proxy
import time:       108 |        108 |                     urllib3.util.ssl_match_hostname
import time:       250 |       5529 |                   urllib3.connection
import time:        37 |         37 |                           winreg
import time:       189 |        225 |                         mimetypes
import time:       133 |        358 |                       urllib3.fields
import time:       101 |        458 |                     urllib3.filepost
import time:        14 |         14 |                       urllib3.packages.six.moves.urllib
import time:        17 |         31 |                     urllib3.packages.six.moves.urllib.parse
import time:       141 |        630 |                   urllib3.request
import time:        38 |         38 |                     brotlicffi
import time:        31 |         31 |                     brotli
import time:       236 |        305 |                   urllib3.response
import time:       109 |        109 |                   urllib3.util.queue
import time:       245 |       6990 |                 urllib3.connectionpool
import time:       654 |        654 |                 urllib3.poolmanager
import time:        48 |         48 |                 urllib3_secure_extra
import time:       172 |       9019 |               urllib3
import time:       227 |        227 |                       chardet.enums
import time:       203 |        429 |                     chardet.charsetprober
import time:       142 |        571 |                   chardet.charsetgroupprober
import time:       107 |        107 |                   chardet.resultdict
import time:        93 |         93 |                         chardet.codingstatemachinedict
import time:       108 |        200 |                       chardet.codingstatemachine
import time:       116 |        116 |                       chardet.escsm
import time:       119 |        434 |                     chardet.escprober
import time:       116 |        116 |                     chardet.latin1prober
import time:       108 |        108 |                     chardet.macromanprober
import time:       209 |        209 |                           chardet.big5freq
import time:       142 |        142 |                           chardet.euckrfreq
import time:       192 |        192 |                           chardet.euctwfreq
import time:       164 |        164 |                           chardet.gb2312freq
import time:       171 |        171 |                           chardet.jisfreq
import time:       241 |        241 |                           chardet.johabfreq
import time:       224 |       1341 |                         chardet.chardistribution
import time:       115 |        115 |                         chardet.mbcharsetprober
import time:       152 |        152 |                         chardet.mbcssm
import time:       113 |       1720 |                       chardet.big5prober
import time:       109 |        109 |                       chardet.cp949prober
import time:       206 |        206 |                         chardet.jpcntx
import time:       113 |        319 |                       chardet.eucjpprober
import time:       104 |        104 |                       chardet.euckrprober
import time:        99 |         99 |                       chardet.euctwprober
import time:        97 |         97 |                       chardet.gb2312prober
import time:        95 |         95 |                       chardet.johabprober
import time:       111 |        111 |                       chardet.sjisprober
import time:       106 |        106 |                       chardet.utf8prober
import time:       122 |       2878 |                     chardet.mbcsgroupprober
import time:       319 |        319 |                         chardet.sbcharsetprober
import time:       116 |        435 |                       chardet.hebrewprober
import time:       219 |        219 |                       chardet.langbulgarianmodel
import time:       277 |        277 |                       chardet.langgreekmodel
import time:       189 |        189 |                       chardet.langhebrewmodel
import time:       221 |        221 |                       chardet.langrussianmodel
import time:       189 |        189 |                       chardet.langthaimodel
import time:       187 |        187 |                       chardet.langturkishmodel
import time:       132 |       1845 |                     chardet.sbcsgroupprober
import time:       133 |        133 |                     chardet.utf1632prober
import time:       226 |       5736 |                   chardet.universaldetector
import time:       109 |        109 |                   chardet.version
import time:        38 |         38 |                   simplejson
import time:      1441 |       1441 |                   http.cookiejar
import time:       636 |        636 |                   http.cookies
import time:       298 |       8931 |                 requests.compat
import time:       299 |       9230 |               requests.exceptions
import time:       591 |        591 |                     charset_normalizer.constant
import time:       455 |        455 |                       charset_normalizer.md__mypyc
import time:       252 |        252 |                         _multibytecodec
import time:       191 |        443 |                       charset_normalizer.utils
import time:       218 |       1115 |                     charset_normalizer.md
import time:       213 |        213 |                     charset_normalizer.models
import time:       209 |       2127 |                   charset_normalizer.cd
import time:       182 |       2308 |                 charset_normalizer.api
import time:       117 |        117 |                 charset_normalizer.legacy
import time:        95 |         95 |                 charset_normalizer.version
import time:       168 |       2687 |               charset_normalizer
import time:       260 |        260 |                     idna.idnadata
import time:       105 |        105 |                     idna.intranges
import time:       408 |        773 |                   idna.core
import time:       105 |        105 |                   idna.package_data
import time:       145 |       1022 |                 idna
import time:       456 |       1478 |               requests.packages
import time:       116 |        116 |                         importlib._common
import time:       173 |        288 |                       importlib.resources
import time:       128 |        416 |                     certifi.core
import time:       123 |        539 |                   certifi
import time:       102 |        640 |                 requests.certs
import time:       103 |        103 |                 requests.__version__
import time:       235 |        235 |                 requests._internal_utils
import time:       257 |        257 |                 requests.cookies
import time:       145 |        145 |                 requests.structures
import time:       295 |       1673 |               requests.utils
import time:       158 |        158 |                     requests.auth
import time:       222 |        222 |                         stringprep
import time:       171 |        392 |                       encodings.idna
import time:       107 |        107 |                       requests.hooks
import time:       215 |        215 |                       requests.status_codes
import time:       220 |        932 |                     requests.models
import time:        39 |         39 |                       socks
import time:       129 |        168 |                     urllib3.contrib.socks
import time:       196 |       1453 |                   requests.adapters
import time:       193 |       1645 |                 requests.sessions
import time:       121 |       1765 |               requests.api
import time:       190 |      26039 |             requests
import time:       370 |      26408 |           huggingface_hub.errors
import time:        98 |         98 |               tqdm.autonotebook
import time:       112 |        112 |               tqdm.asyncio
import time:       115 |        324 |             tqdm.auto
import time:       248 |        248 |             huggingface_hub.constants
import time:       215 |        786 |           huggingface_hub.utils.tqdm
import time:       898 |        898 |             configparser
import time:        40 |         40 |                   _csv
import time:       249 |        289 |                 csv
import time:       435 |        723 |               importlib.metadata
import time:     11307 |      12030 |             huggingface_hub.utils._runtime
import time:       153 |      13080 |           huggingface_hub.utils._auth
import time:       146 |        146 |           huggingface_hub.utils._cache_assets
import time:       142 |        142 |               huggingface_hub.commands
import time:       208 |        349 |             huggingface_hub.commands._cli_utils
import time:       141 |        141 |             huggingface_hub.utils.logging
import time:      1588 |       2078 |           huggingface_hub.utils._cache_manager
import time:       151 |        151 |           huggingface_hub.utils._chunk_utils
import time:       109 |        109 |           huggingface_hub.utils._datetime
import time:       103 |        103 |           huggingface_hub.utils._experimental
import time:       195 |        195 |               yaml.error
import time:       166 |        166 |               yaml.tokens
import time:       174 |        174 |               yaml.events
import time:       129 |        129 |               yaml.nodes
import time:      2263 |       2263 |                 yaml.reader
import time:       583 |        583 |                 yaml.scanner
import time:       203 |        203 |                 yaml.parser
import time:       152 |        152 |                 yaml.composer
import time:       531 |        531 |                 yaml.constructor
import time:       894 |        894 |                 yaml.resolver
import time:       211 |       4834 |               yaml.loader
import time:       225 |        225 |                 yaml.emitter
import time:       138 |        138 |                 yaml.serializer
import time:       194 |        194 |                 yaml.representer
import time:       176 |        732 |               yaml.dumper
import time:       541 |        541 |                 yaml._yaml
import time:       258 |        799 |               yaml.cyaml
import time:       219 |       7245 |             yaml
import time:       115 |        115 |                 filelock._error
import time:       401 |        516 |               filelock._api
import time:        97 |         97 |                 filelock._util
import time:       134 |        231 |               filelock._soft
import time:        27 |         27 |                 fcntl
import time:       115 |        142 |               filelock._unix
import time:       109 |        109 |               filelock._windows
import time:       419 |        419 |               filelock.asyncio
import time:       111 |        111 |               filelock.version
import time:       171 |       1697 |             filelock
import time:       162 |       9102 |           huggingface_hub.utils._fixes
import time:       208 |        208 |             huggingface_hub.utils._subprocess
import time:       257 |        465 |           huggingface_hub.utils._git_credential
import time:       117 |        117 |             huggingface_hub.utils._deprecation
import time:       142 |        142 |               huggingface_hub.utils._typing
import time:       205 |        346 |             huggingface_hub.utils._validators
import time:       213 |        675 |           huggingface_hub.utils._headers
import time:       122 |        122 |           huggingface_hub.utils._hf_folder
import time:       207 |        207 |             shlex
import time:       124 |        124 |             huggingface_hub.utils._lfs
import time:       452 |        783 |           huggingface_hub.utils._http
import time:       118 |        118 |           huggingface_hub.utils._pagination
import time:       169 |        169 |           huggingface_hub.utils._paths
import time:       657 |        657 |           huggingface_hub.utils._safetensors
import time:       175 |        175 |           huggingface_hub.utils._telemetry
import time:       738 |        738 |           huggingface_hub.utils._xet
import time:       574 |      56429 |         huggingface_hub.serialization._base
import time:       150 |        150 |         huggingface_hub.serialization._tensorflow
import time:       140 |        140 |           packaging
import time:       116 |        116 |             packaging._structures
import time:      1005 |       1121 |           packaging.version
import time:       396 |       1656 |         huggingface_hub.serialization._torch
import time:       129 |        129 |                 accelerate.utils.constants
import time:       355 |        355 |                 accelerate.utils.environment
import time:       716 |        716 |                   accelerate.utils.versions
import time:        40 |         40 |                       torch_xla
import time:         6 |         46 |                     torch_xla.core
import time:         7 |         52 |                   torch_xla.core.xla_model
import time:       209 |        977 |                 accelerate.utils.imports
import time:      5242 |       6701 |               accelerate.utils.dataclasses
import time:       345 |       7046 |             accelerate.parallelism_config
import time:       149 |        149 |             accelerate.utils.ao
import time:       476 |        476 |               accelerate.state
import time:       148 |        148 |               accelerate.utils.memory
import time:       949 |        949 |                   safetensors._safetensors_rust
import time:       128 |       1076 |                 safetensors
import time:       194 |       1269 |               accelerate.utils.offload
import time:      1060 |       1060 |               accelerate.utils.tqdm
import time:       222 |        222 |               safetensors.torch
import time:       524 |       3696 |             accelerate.utils.modeling
import time:       256 |        256 |             accelerate.utils.operations
import time:       143 |        143 |               accelerate.optimizer
import time:       147 |        147 |               accelerate.scheduler
import time:       198 |        488 |             accelerate.utils.deepspeed
import time:       107 |        107 |                         accelerate.commands
import time:      1338 |       1338 |                             accelerate.commands.config.config_args
import time:       102 |        102 |                                   accelerate.commands.menu.cursor
import time:       104 |        104 |                                     accelerate.commands.menu.keymap
import time:       109 |        213 |                                   accelerate.commands.menu.input
import time:       149 |        149 |                                   accelerate.commands.menu.helpers
import time:        60 |         60 |                                   google
import time:       209 |        731 |                                 accelerate.commands.menu.selection_menu
import time:       117 |        847 |                               accelerate.commands.menu
import time:       150 |        996 |                             accelerate.commands.config.config_utils
import time:       170 |       2504 |                           accelerate.commands.config.cluster
import time:       173 |        173 |                           accelerate.commands.config.sagemaker
import time:       125 |       2801 |                         accelerate.commands.config.config
import time:       119 |        119 |                         accelerate.commands.config.default
import time:       100 |        100 |                         accelerate.commands.config.update
import time:       140 |       3264 |                       accelerate.commands.config
import time:         9 |       3272 |                     accelerate.commands.config.default
import time:       117 |        117 |                     accelerate.logging
import time:       123 |        123 |                     accelerate.utils.transformer_engine
import time:      1858 |       5369 |                   accelerate.utils.other
import time:       336 |       5704 |                 accelerate.hooks
import time:       607 |       6311 |               accelerate.big_modeling
import time:       166 |       6476 |             accelerate.utils.bnb
import time:       292 |        292 |             accelerate.utils.fsdp_utils
import time:       221 |        221 |             accelerate.utils.launch
import time:       336 |        336 |             accelerate.utils.megatron_lm
import time:       173 |        173 |             accelerate.utils.random
import time:       114 |        114 |             accelerate.utils.torch_xla
import time:      1043 |      20284 |           accelerate.utils
import time:         7 |      20291 |         accelerate.utils.dataclasses
import time:       154 |        154 |         accelerate.checkpointing
import time:       394 |        394 |         accelerate.data_loader
import time:      1306 |       1306 |         accelerate.tracking
import time:      1619 |    1055649 |       accelerate.accelerator
import time:       166 |        166 |       accelerate.inference
import time:       140 |        140 |       accelerate.launchers
import time:       871 |    1056825 |     accelerate
import time:         9 |    1056834 |   accelerate.commands
import time:      1008 |       1008 |       psutil._common
import time:       220 |        220 |         resource
import time:       273 |        273 |         psutil._psposix
import time:       286 |        286 |         psutil._psutil_linux
import time:      1296 |       2073 |       psutil._pslinux
import time:       546 |       3625 |     psutil
import time:       123 |       3748 |   accelerate.commands.env
import time:       187 |        187 |     concurrent.futures.thread
import time:       133 |        133 |       tqdm.contrib
import time:       135 |        267 |     tqdm.contrib.concurrent
import time:       879 |        879 |         huggingface_hub._local_folder
import time:       101 |        101 |           huggingface_hub.utils.insecure_hashlib
import time:       126 |        226 |         huggingface_hub.utils.sha
import time:      1193 |       2297 |       huggingface_hub.file_download
import time:       453 |        453 |       huggingface_hub.lfs
import time:       848 |       3597 |     huggingface_hub._commit_api
import time:       541 |        541 |     huggingface_hub._inference_endpoints
import time:       720 |        720 |       huggingface_hub._space_api
import time:      1326 |       2045 |     huggingface_hub._jobs_api
